name,nameLocalized,staticId,level,baseExp,jobExp,maxHp,physicDefenseLevel,zeny
" ""MonsterName10168"""," ""幽灵剑士""",20220,-1,-1,-1,2090289,711,-1
" ""MonsterName10170"""," ""幽灵弓箭手""",20221,-1,-1,-1,2351575,711,-1
" ""MonsterName10167"""," ""邪恶使者""",20222,-1,-1,-1,2351575,1138,-1
" ""MonsterName10190"""," ""瑞比欧""",20223,-1,-1,-1,9360840,1024,-1
" ""MonsterName33012"""," ""迷幻之王""",20224,-1,-1,-1,5023233,2048,-1
" ""MonsterName10187"""," ""邪骸战俘""",20225,-1,-1,-1,2351575,1423,-1
" ""MonsterName10172"""," ""腐尸战俘""",20226,-1,-1,-1,2090289,711,-1
" ""MonsterName10182"""," ""史汀""",20227,-1,-1,-1,1175787,1138,-1
" ""MonsterName10171"""," ""米诺斯""",20228,-1,-1,-1,16840230,737,-1
" ""MonsterName10194"""," ""深渊骑士""",20229,-1,795,-1,28049800,1155,-1
" ""MonsterName10195"""," ""血腥骑士""",20230,-1,-1,-1,30000000,875,-1
" ""MonsterName10146"""," ""邪恶箱""",20231,-1,-1,-1,3,-1,-1
" ""MonsterName33012"""," ""迷幻之王""",20232,-1,-1,-1,99999999,2048,-1
" ""MonsterName10098"""," ""邪骸弓箭手""",21001,50,-1,-1,608695,229,-1
" ""MonsterName10103"""," ""蛇女伊丝""",21002,50,-1,-1,608695,371,-1
" ""MonsterName10171"""," ""米诺斯""",21003,50,-1,-1,608695,371,-1
" ""MonsterName10118"""," ""马尔杜克""",21004,50,-1,-1,608695,284,-1
No Name," ""安毕斯""",21005,50,-1,-1,608695,388,-1
" ""MonsterName10022"""," ""巨石怪""",21006,50,-1,-1,608695,901,-1
" ""MonsterName10043"""," ""将军魔碑""",21007,50,-1,-1,528802,225,-1
" ""MonsterName10170"""," ""幽灵弓箭手""",21015,50,-1,-1,608695,229,-1
" ""MonsterName10193"""," ""邪骸浪人""",21016,50,-1,-1,608695,229,-1
" ""MonsterName10163"""," ""风魔巫师""",21017,50,-1,-1,608695,229,-1
" ""MonsterName10127"""," ""兽人战士长""",21018,50,-1,-1,608695,229,-1
" ""MonsterName10126"""," ""兽人弓箭手""",21019,50,-1,-1,608695,229,-1
" ""MonsterName10194"""," ""深渊骑士""",21020,50,-1,-1,608695,229,-1
" ""MonsterName10168"""," ""幽灵剑士""",21021,70,2810,4690,7233790,285,1160
" ""MonsterName10167"""," ""邪恶使者""",21022,65,2750,1650,3615260,484,710
" ""MonsterName10170"""," ""幽灵弓箭手""",21023,70,2500,2500,4822530,571,770
" ""MonsterName10194"""," ""深渊骑士""",21024,70,5630,1880,7233790,685,1160
" ""MonsterName10163"""," ""风魔巫师""",21025,70,3750,1250,4822530,457,770
" ""MonsterName10195"""," ""血腥骑士""",21026,50,-1,-1,608695,229,-1
" ""MonsterName21030"""," ""深渊蜂后""",21030,60,-1,-1,4029069,236,-1
" ""MonsterName21031"""," ""深渊皮里恩""",21031,60,-1,-1,4029069,236,-1
" ""MonsterName21032"""," ""深渊魔鬼大乌贼""",21032,60,-1,-1,6573272,338,-1
" ""MonsterName21033"""," ""深渊虎王""",21033,60,-1,-1,6573272,338,-1
" ""MonsterName21034"""," ""深渊蚁后""",21034,80,-1,-1,9735301,451,-1
" ""MonsterName21035"""," ""深渊兽人英雄""",21035,80,-1,-1,9735301,451,-1
" ""MonsterName21036"""," ""深渊兽人酋长""",21036,80,-1,-1,11493900,281,-1
" ""MonsterName21037"""," ""深渊法老王""",21037,80,-1,-1,11493900,281,-1
" ""MonsterName20001"""," ""邪骸海盗""",22001,44,-1,-1,24117,186,-1
" ""MonsterName20002"""," ""邪骸海盗队长""",22002,45,-1,-1,48234,372,-1
" ""MonsterName20003"""," ""白幽灵""",22003,46,-1,-1,24117,186,-1
" ""MonsterName20004"""," ""巨大白幽灵""",22004,46,-1,-1,48234,372,-1
" ""MonsterName20005"""," ""梅纳海葵""",22005,33,-1,-1,5451,94,-1
" ""MonsterName10164"""," ""恶灵""",22006,44,-1,-1,50000,186,-1
" ""MonsterName20002"""," ""邪骸海盗队长""",22007,45,-1,-1,48234,372,-1
" ""MonsterName20003"""," ""白幽灵""",22008,46,-1,-1,24117,186,-1
" ""MonsterName20004"""," ""巨大白幽灵""",22009,46,-1,-1,48234,372,-1
" ""MonsterName20005"""," ""梅纳海葵""",22010,33,-1,-1,5451,94,-1
" ""MonsterName20011"""," ""盗虫""",22011,21,-1,-1,1390,37,-1
" ""MonsterName20012"""," ""黄金盗虫""",22012,1,-1,-1,2000,-1,-1
" ""MonsterName20013"""," ""白鼠""",22013,15,-1,-1,555,22,-1
" ""MonsterName20014"""," ""魔菇""",22014,24,-1,-1,2005,48,-1
" ""MonsterName20015"""," ""浮勒盗虫""",22015,22,-1,-1,1576,41,-1
" ""MonsterName20016"""," ""玛勒盗虫""",22016,23,-1,-1,1781,44,-1
" ""MonsterName20017"""," ""巨大魔菇""",22017,27,-1,-1,8421,60,-1
" ""MonsterName20018"""," ""玛勒盗虫""",22018,23,-1,-1,1781,44,-1
" ""MonsterName20004"""," ""巨大白幽灵""",22019,46,-1,-1,48234,372,-1
" ""MonsterName20011"""," ""盗虫""",22020,21,-1,-1,1390,37,-1
" ""MonsterName20021"""," ""人鱼""",22021,66,-1,-1,287920,502,-1
" ""MonsterName20022"""," ""人鱼士兵""",22022,65,-1,-1,287920,502,-1
" ""MonsterName20023"""," ""剑鱼""",22023,61,-1,-1,287920,502,-1
" ""MonsterName20024"""," ""异变鱼""",22024,64,-1,-1,287920,502,-1
" ""MonsterName20025"""," ""人鱼士兵队长""",22025,65,-1,-1,575840,1004,-1
" ""MonsterName20021"""," ""人鱼""",22026,45,-1,-1,287920,502,-1
" ""MonsterName20022"""," ""人鱼士兵""",22027,65,-1,-1,287920,502,-1
" ""MonsterName20023"""," ""剑鱼""",22028,61,-1,-1,287920,502,-1
" ""MonsterName20013"""," ""白鼠""",22030,15,-1,-1,555,22,-1
" ""MonsterName20013"""," ""白鼠""",22031,23,-1,-1,1781,44,-1
" ""MonsterName20032"""," ""巨大白鼠""",22032,25,-1,-1,6750,52,-1
" ""MonsterName20011"""," ""盗虫""",22033,21,-1,-1,1390,37,-1
" ""MonsterName20015"""," ""浮勒盗虫""",22034,35,-1,-1,1781,44,-1
" ""MonsterName20035"""," ""巨大盗虫""",22035,25,-1,-1,6750,52,-1
" ""MonsterName20016"""," ""玛勒盗虫""",22036,35,-1,-1,1781,44,-1
" ""MonsterName20037"""," ""巨大浮勒盗虫""",22037,35,-1,-1,6750,52,-1
" ""MonsterName20038"""," ""巨大玛勒盗虫""",22038,35,-1,-1,6750,52,-1
" ""MonsterName20014"""," ""魔菇""",22039,24,-1,-1,2005,48,-1
" ""MonsterName20017"""," ""巨大魔菇""",22040,27,-1,-1,8421,60,-1
" ""MonsterName20014"""," ""魔菇""",22041,24,-1,-1,2005,48,-1
" ""MonsterName20015"""," ""浮勒盗虫""",22042,22,-1,-1,1576,41,-1
" ""MonsterName20016"""," ""玛勒盗虫""",22043,23,-1,-1,1781,44,-1
" ""MonsterName20017"""," ""巨大魔菇""",22044,27,-1,-1,8421,60,-1
" ""MonsterName20018"""," ""玛勒盗虫""",22045,23,-1,-1,1781,44,-1
" ""MonsterName20022"""," ""人鱼士兵""",22046,65,-1,-1,287920,502,-1
" ""MonsterName20023"""," ""剑鱼""",22047,61,-1,-1,287920,502,-1
" ""MonsterName20024"""," ""异变鱼""",22048,64,-1,-1,287920,502,-1
" ""MonsterName20025"""," ""人鱼士兵队长""",22049,65,-1,-1,575840,1004,-1
" ""MonsterName10103"""," ""蛇女伊丝""",22050,55,-1,-1,171794,320,-1
" ""MonsterName10153"""," ""狂暴木乃伊""",22051,55,-1,-1,171794,320,-1
" ""MonsterName10100"""," ""木乃伊""",22052,55,-1,-1,114529,160,-1
" ""MonsterName10101"""," ""毕莱特""",22053,55,-1,-1,114529,160,-1
" ""MonsterName10099"""," ""黑狐""",22054,55,-1,-1,91623,256,-1
" ""MonsterName10098"""," ""邪骸弓箭手""",22055,55,-1,-1,114529,256,-1
" ""MonsterName10145"""," ""邪骸士兵""",22056,55,-1,-1,114529,320,-1
" ""MonsterName10103"""," ""蛇女伊丝""",22057,55,-1,-1,171794,320,-1
" ""MonsterName10104"""," ""米洛斯""",22058,55,-1,-1,171794,320,-1
" ""MonsterName20021"""," ""人鱼""",22059,45,-1,-1,287920,502,-1
" ""MonsterName20022"""," ""人鱼士兵""",22060,65,-1,-1,287920,502,-1
" ""MonsterName20023"""," ""剑鱼""",22061,61,-1,-1,287920,502,-1
" ""MonsterName10103"""," ""蛇女伊丝""",22070,55,-1,-1,216003,371,-1
No Name," ""安毕斯""",22071,55,-1,-1,259203,297,-1
" ""MonsterName10033"""," ""黑蛇""",22072,54,-1,-1,91623,256,-1
" ""MonsterName20023"""," ""剑鱼""",22078,61,-1,-1,287920,502,-1
" ""MonsterName10073"""," ""气泡虫""",22080,63,-1,-1,119211,225,36
" ""MonsterName10068"""," ""螃蟹""",22081,57,-1,-1,79256,284,36
" ""MonsterName10102"""," ""绿腐尸""",22202,85,-1,-1,1180034,1756,-1
" ""MonsterName10193"""," ""邪骸浪人""",22205,85,-1,-1,1335596,1597,-1
" ""MonsterName10132"""," ""南瓜先生""",22211,85,-1,-1,1335596,3000,-1
" ""MonsterName10190"""," ""瑞比欧""",22223,-1,-1,-1,20541260,1536,-1
" ""MonsterName10171"""," ""米诺斯""",22228,-1,-1,-1,25260345,1105,-1
" ""MonsterName10194"""," ""深渊骑士""",22229,-1,795,-1,42074700,1732,-1
" ""MonsterName10195"""," ""血腥骑士""",22230,-1,-1,-1,40000000,1312,-1
" ""MonsterName10008"""," ""罗达蛙""",23008,35,-1,-1,6033,57,-1
" ""MonsterName10008"""," ""罗达蛙""",23009,35,-1,-1,60330,57,-1
" ""MonsterName20032"""," ""巨大白鼠""",23032,35,-1,-1,3663,34,-1
" ""MonsterName20037"""," ""巨大浮勒盗虫""",23037,25,-1,-1,6750,52,-1
" ""MonsterName20038"""," ""巨大玛勒盗虫""",23038,25,-1,-1,6750,52,-1
" ""MonsterName20014"""," ""魔菇""",23045,35,-1,-1,2005,48,-1
" ""MonsterName10047"""," ""白鼠""",23047,35,-1,-1,732,35,-1
" ""MonsterName10048"""," ""浮勒盗虫""",23048,19,-1,-1,959,26,-1
" ""MonsterName20012"""," ""黄金盗虫""",23050,1,-1,-1,500000,-1,-1
" ""MonsterName20012"""," ""黄金盗虫""",23051,1,-1,-1,1000000,-1,-1
" ""MonsterName20012"""," ""黄金盗虫""",23052,1,-1,-1,500000,-1,-1
" ""MonsterName50014"""," ""黄金虫幼体""",23053,70,-1,-1,8000000,670,-1
" ""MonsterName23054"""," ""幽灵海盗之王""",23054,80,-1,-1,13897670,336,-1
" ""MonsterName23055"""," ""狂暴恶灵""",23055,80,-1,-1,2036084,1229,-1
" ""MonsterName20017"""," ""巨大魔菇""",23056,35,-1,-1,8421,60,-1
" ""MonsterName10066"""," ""海葵""",23066,36,-1,-1,3852,101,-1
" ""MonsterName10106"""," ""螳螂""",23106,35,-1,-1,20631,143,-1
" ""MonsterName10106"""," ""螳螂""",23107,35,-1,-1,206310,143,-1
" ""MonsterName10098"""," ""邪骸弓箭手""",24001,74,-1,-1,374355,515,-1
" ""MonsterName10145"""," ""邪骸士兵""",24002,74,-1,-1,374355,644,-1
" ""MonsterName10121"""," ""兽人战士""",24003,72,-1,-1,702868,302,-1
" ""MonsterName10123"""," ""兽人女战士""",24004,72,-1,-1,535518,483,-1
" ""MonsterName24099"""," ""年兽宝宝""",24099,50,-1,-1,100,237,-1
" ""MonsterName10106"""," ""螳螂""",24106,-1,-1,-1,20631,143,-1
" ""MonsterName10106"""," ""螳螂""",24107,-1,-1,-1,206310,143,-1
" ""MonsterName25000"""," ""乌贼气球""",25000,60,-1,-1,100,-1,-1
" ""MonsterName25001"""," ""哥布灵气球""",25001,60,-1,-1,8,-1,-1
" ""MonsterName25002"""," ""人鱼战士气球""",25002,60,-1,-1,8,-1,-1
" ""MonsterName25003"""," ""小恶魔气球""",25003,60,-1,-1,8,-1,-1
" ""MonsterName25004"""," ""小野猪气球""",25004,60,-1,-1,8,-1,-1
" ""MonsterName25010"""," ""蓝兔气球""",25010,60,-1,-1,12,-1,-1
" ""MonsterName25011"""," ""恶魔波利气球""",25011,60,-1,-1,12,-1,-1
" ""MonsterName25012"""," ""摩卡气球""",25012,60,-1,-1,12,-1,-1
" ""MonsterName25013"""," ""蘑菇气球""",25013,60,-1,-1,12,-1,-1
" ""MonsterName25020"""," ""皮里恩气球""",25020,60,-1,-1,16,-1,-1
" ""MonsterName25021"""," ""国王波利气球""",25021,60,-1,-1,16,-1,-1
" ""MonsterName25030"""," ""黄金天使波利气球""",25030,60,-1,-1,50000,-1,-1
" ""MonsterName25101"""," ""顽皮工蜂""",25101,60,-1,-1,12,-1,-1
" ""MonsterName25102"""," ""捣蛋工蜂""",25102,60,-1,-1,12,-1,-1
" ""MonsterName25103"""," ""勤劳工蜂""",25103,60,-1,-1,12,-1,-1
" ""MonsterName25104"""," ""不倦工蜂""",25104,60,-1,-1,12,-1,-1
" ""MonsterName25111"""," ""顽皮公主蜂""",25111,60,-1,-1,15,-1,-1
" ""MonsterName25112"""," ""捣蛋公主蜂""",25112,60,-1,-1,15,-1,-1
" ""MonsterName25113"""," ""勤劳公主蜂""",25113,60,-1,-1,15,-1,-1
" ""MonsterName25114"""," ""不倦公主蜂""",25114,60,-1,-1,15,-1,-1
" ""MonsterName25121"""," ""黄金蜂后女王""",25121,60,-1,-1,50000,-1,-1
" ""王牌猎人-补给箱"""," ""乌贼气球""",25200,60,-1,-1,100,-1,-1
" ""MonsterName20032"""," ""巨大白鼠""",27032,-1,-1,-1,6750,52,-1
" ""MonsterName20014"""," ""魔菇""",27039,-1,-1,-1,2005,48,-1
" ""MonsterName10099"""," ""黑狐""",27054,-1,-1,-1,91623,256,-1
" ""MonsterName10098"""," ""邪骸弓箭手""",27055,-1,-1,-1,114529,256,-1
" ""MonsterName10145"""," ""邪骸士兵""",27056,-1,-1,-1,114529,320,-1
" ""MonsterName10103"""," ""蛇女伊丝""",27057,-1,-1,-1,171794,320,-1
" ""MonsterName10104"""," ""米洛斯""",27058,-1,-1,-1,171794,320,-1
No Name," ""安毕斯""",27071,-1,-1,-1,259203,297,-1
" ""MonsterName10033"""," ""黑蛇""",27072,-1,-1,-1,91623,256,-1
" ""MonsterName10073"""," ""气泡虫""",27080,-1,-1,-1,119211,225,36
" ""MonsterName10068"""," ""螃蟹""",27081,-1,-1,-1,79256,284,36
" ""MonsterName10102"""," ""绿腐尸""",27202,-1,-1,-1,1180034,1756,-1
" ""MonsterName10132"""," ""南瓜先生""",27211,-1,-1,-1,1335596,3000,-1
" ""MonsterName10190"""," ""瑞比欧""",27273,-1,-1,-1,20541260,1536,-1
" ""MonsterName10171"""," ""米诺斯""",27278,-1,-1,-1,25260345,1105,-1
" ""MonsterName10194"""," ""深渊骑士""",27279,-1,795,-1,42074700,1732,-1
" ""MonsterName20007"""," ""帅炸天的空气墙""",29007,-1,-1,-1,5000,-1,-1
" ""MonsterName20008"""," ""boss门""",29008,-1,-1,-1,50000,-1,-1
" ""MonsterName30001"""," ""天使波利""",30001,60,12500,10000,6682500,563,6000
" ""MonsterName30002"""," ""黄金虫""",30002,25,-1,-1,149153,53,-1
" ""MonsterName30003"""," ""恶魔波利""",30003,60,12500,10000,6682500,563,6000
" ""MonsterName30004"""," ""海盗之王""",30004,40,-1,-1,531195,145,-1
" ""MonsterName30005"""," ""海神""",30005,60,-1,-1,6944227,643,-1
" ""MonsterName30006"""," ""哥布灵首领""",30006,40,-1,-1,1440000,185,-1
" ""MonsterName30007"""," ""蜂后""",30007,30,-1,-1,4029069,236,-1
" ""MonsterName30008"""," ""皮里恩""",30008,30,-1,-1,4029069,236,-1
" ""MonsterName30009"""," ""蚁后""",30009,50,-1,-1,9735301,451,-1
" ""MonsterName30010"""," ""虎王""",30010,40,-1,-1,6573272,338,-1
" ""MonsterName30011"""," ""月夜猫""",30011,70,-1,-1,-1,913,-1
" ""MonsterName30012"""," ""兽人英雄""",30012,50,-1,-1,9735301,451,-1
" ""MonsterName30013"""," ""俄塞里斯""",30013,50,-1,-1,2971594,511,-1
" ""MonsterName30014"""," ""死灵""",30014,70,-1,-1,2340000,281,-1
" ""MonsterName30015"""," ""兽人酋长""",30015,60,-1,-1,11493900,281,-1
" ""MonsterName30016"""," ""德古拉男爵""",30016,80,-1,-1,25655958,1846,-1
" ""MonsterName30017"""," ""法老王""",30017,60,-1,-1,11493900,281,-1
" ""MonsterName30018"""," ""巴风特""",30018,80,-1,-1,11493900,281,-1
" ""MonsterName30020"""," ""古埃及王""",30020,70,-1,-1,2340000,281,-1
" ""MonsterName30021"""," ""暗黑祭司""",30021,70,-1,-1,2970000,97,-1
" ""MonsterName30023"""," ""魔鬼大乌贼""",30023,40,-1,-1,6573272,338,-1
" ""MonsterName30027"""," ""黑暗之王""",30027,-1,-1,-1,50232338,2048,-1
" ""MonsterName30028"""," ""鹗枭首领""",30028,100,-1,-1,50232338,2048,-1
" ""MonsterName30099"""," ""年兽""",30099,60,-1,-1,166661453,804,-1
" ""MonsterName31001"""," ""蛙王""",31001,50,-1,-1,4867651,451,-1
" ""MonsterName31002"""," ""波利之王""",31002,40,15125,11688,3286636,338,6875
" ""MonsterName31003"""," ""摇滚蝗虫""",31003,20,15900,8400,171000,69,2400
" ""MonsterName31004"""," ""龙蝇""",31004,30,18000,13500,2014534,236,7800
" ""MonsterName31005"""," ""流浪之狼""",31005,70,-1,-1,297000,97,-1
" ""MonsterName31006"""," ""蓝疯兔""",31006,30,12500,10000,2014534,236,6000
" ""MonsterName31007"""," ""直升机哥布灵""",31007,40,24900,12900,720000,185,3300
" ""MonsterName31008"""," ""幽灵波利""",31008,40,15125,11688,3286636,338,6875
" ""MonsterName31009"""," ""大脚龙虾""",31009,50,-1,-1,4867651,451,-1
" ""MonsterName31010"""," ""流浪之狼""",31010,80,-1,-1,297000,97,-1
" ""MonsterName31011"""," ""流浪之狼""",31011,80,-1,-1,297000,97,-1
" ""MonsterName31013"""," ""巨石王""",31013,48,18900,9900,297000,97,2700
" ""MonsterName30002"""," ""黄金虫""",32002,25,-1,-1,358284,112,-1
" ""MonsterName30004"""," ""海盗之王""",32004,40,-1,-1,1389767,336,-1
" ""MonsterName30005"""," ""海神""",32005,60,-1,-1,9243572,775,-1
" ""MonsterName30011"""," ""月夜猫""",32011,70,-1,-1,20341004,1064,-1
" ""MonsterName30013"""," ""俄塞里斯""",32013,50,-1,-1,4987567,769,-1
" ""MonsterName30016"""," ""德古拉男爵""",32016,85,-1,-1,32557206,2156,-1
" ""MonsterName30027"""," ""黑暗之王""",32027,-1,-1,-1,62809171,2372,-1
" ""MonsterName33001"""," ""小波利""",33001,30,-1,-1,3300,97,-1
" ""MonsterName33002"""," ""刺锤哥布灵""",33002,40,-1,-1,8000,185,-1
" ""MonsterName33003"""," ""榔头哥布灵""",33003,40,-1,-1,8000,185,-1
" ""MonsterName33004"""," ""弓箭手哥布灵""",33004,40,-1,-1,8000,185,-1
" ""MonsterName33005"""," ""刺锤哥布灵图腾""",33005,40,-1,-1,8000,185,-1
" ""MonsterName33006"""," ""榔头哥布灵图腾""",33006,40,-1,-1,8000,185,-1
" ""MonsterName33007"""," ""弓箭手哥布灵图腾""",33007,40,-1,-1,8000,185,-1
" ""MonsterName33008"""," ""工蚁""",33008,50,-1,-1,57000,248,-1
" ""MonsterName33009"""," ""兵蚁""",33009,50,-1,-1,31000,248,-1
" ""MonsterName33010"""," ""九尾狐""",33010,70,-1,-1,57000,1021,-1
" ""MonsterName10184"""," ""卡利斯格""",33011,95,-1,-1,500000,-1,-1
" ""MonsterName33012"""," ""迷幻之王""",33012,-1,-1,-1,5023233,2048,-1
" ""MonsterName33013"""," ""迷幻之门""",33013,-1,-1,-1,5000000,-1,-1
" ""MonsterName10146"""," ""邪恶箱""",33014,95,-1,-1,1,-1,-1
" ""MonsterName33013"""," ""迷幻之门""",33015,-1,-1,-1,2147483647,-1,-1
" ""MonsterName30002"""," ""黄金虫""",34002,25,-1,-1,54068,30,-1
" ""MonsterName30004"""," ""海盗之王""",34004,40,-1,-1,256298,181,-1
" ""MonsterName30005"""," ""海神""",34005,60,-1,-1,1485478,406,-1
" ""MonsterName30011"""," ""月夜猫""",34011,70,-1,-1,4648344,606,-1
" ""MonsterName30013"""," ""俄塞里斯""",34013,50,-1,-1,610637,284,-1
" ""MonsterName30016"""," ""德古拉男爵""",34016,80,-1,-1,6660000,671,-1
" ""MonsterName30002"""," ""黄金虫""",35002,80,-1,-1,25655958,2769,-1
" ""MonsterName30004"""," ""海盗之王""",35004,-1,-1,-1,50232338,3072,-1
" ""MonsterName30013"""," ""俄塞里斯""",35013,100,-1,-1,76994033,4052,-1
" ""MonsterName50001"""," ""超凶的波利""",50001,1,-1,-1,40,5,-1
" ""MonsterName50001"""," ""超凶的波利""",50002,1,-1,-1,120,5,-1
" ""MonsterName50003"""," ""愤怒的国王波利""",50003,2,-1,-1,30000,-1,-1
" ""MonsterName50004"""," ""变异的曼陀罗魔花""",50004,10,-1,-1,1054,20,-1
" ""MonsterName50005"""," ""变异盗虫""",50005,15,-1,-1,302,19,-1
" ""MonsterName50006"""," ""发狂的秃鹰""",50006,15,-1,-1,302,19,-1
" ""MonsterName50007"""," ""不怀好意的刺客""",50007,15,-1,-1,400,19,-1
" ""MonsterName50008"""," ""狂暴的盗虫""",50008,15,-1,-1,302,19,-1
" ""MonsterName50009"""," ""金色的魔物""",50009,18,-1,-1,2680,11,-1
" ""MonsterName50010"""," ""变异盗虫""",50010,15,-1,-1,302,19,-1
" ""MonsterName50011"""," ""变异盗虫""",50011,15,-1,-1,302,19,-1
" ""MonsterName50012"""," ""变异盗虫卵""",50012,12,-1,-1,265,6,-1
" ""MonsterName50013"""," ""狂暴的长老树精""",50013,13,-1,-1,522,10,-1
" ""MonsterName50014"""," ""黄金虫幼体""",50014,18,-1,-1,2080,11,-1
" ""MonsterName50015"""," ""黄金虫""",50015,18,-1,-1,4280,11,-1
" ""MonsterName50016"""," ""幻境魔物""",50016,15,-1,-1,381,9,-1
" ""MonsterName50016"""," ""幻境魔物""",50017,16,-1,-1,426,9,-1
" ""MonsterName50018"""," ""巴风特的幻影""",50018,20,-1,-1,2250,11,-1
" ""MonsterName50019"""," ""入侵的邪骸海盗""",50019,20,-1,-1,651,13,-1
" ""MonsterName50020"""," ""突然出现的邪骸海盗""",50020,20,-1,-1,651,13,-1
" ""MonsterName50021"""," ""海盗船长的幻影""",50021,22,-1,-1,3540,16,-1
" ""MonsterName50022"""," ""巨大的藤蔓""",50022,25,-1,-1,1081,20,-1
" ""MonsterName50023"""," ""恶魔波利""",50023,25,-1,-1,5204,20,-1
" ""MonsterName50024"""," ""狂躁的瓢虫""",50024,22,-1,-1,688,11,-1
" ""MonsterName50025"""," ""被召唤的白幽灵""",50025,26,-1,-1,1210,22,-1
" ""MonsterName50026"""," ""被吸引的海盗骷髅""",50026,26,-1,-1,1210,22,-1
" ""MonsterName50027"""," ""海盗船长""",50027,28,-1,-1,8690,25,-1
" ""MonsterName50028"""," ""水之幻象""",50028,33,-1,-1,4120,37,-1
" ""MonsterName50029"""," ""基尔瑟小弟""",50029,33,-1,-1,2611,37,-1
" ""MonsterName50030"""," ""基尔瑟老大""",50030,35,-1,-1,6666,43,-1
" ""MonsterName50031"""," ""风之幻象""",50031,35,-1,-1,5120,43,-1
" ""MonsterName50032"""," ""地之幻象""",50032,35,-1,-1,5120,43,-1
" ""MonsterName30013"""," ""俄塞里斯""",50033,42,-1,-1,12820,100,-1
" ""MonsterName50034"""," ""凶狠的螃蟹""",50034,52,-1,-1,4274,53,-1
" ""MonsterName50035"""," ""人鱼士兵""",50035,38,-1,-1,4274,53,-1
" ""MonsterName50036"""," ""发狂的海神""",50036,42,-1,-1,12120,133,-1
" ""MonsterName50037"""," ""发狂的异变鱼""",50037,38,-1,-1,4274,53,-1
" ""MonsterName50038"""," ""拦路的乌贼""",50038,38,-1,-1,4274,53,-1
" ""MonsterName50039"""," ""发狂的人鱼""",50039,38,-1,-1,4274,53,-1
" ""MonsterName50040"""," ""发狂的海神""",50040,45,-1,-1,17510,123,-1
" ""MonsterName50041"""," ""可怖的僵尸""",50041,60,-1,-1,59419,271,-1
" ""MonsterName50042"""," ""大长老树精""",50042,61,-1,-1,162675,279,-1
" ""MonsterName50043"""," ""看守的大魔菇""",50043,61,-1,-1,162675,279,-1
" ""MonsterName50044"""," ""发狂的僵尸""",50044,62,-1,-1,71020,287,-1
" ""MonsterName50045"""," ""发狂的僵尸""",50045,62,-1,-1,71020,287,-1
" ""MonsterName50046"""," ""游荡的僵尸""",50046,63,-1,-1,77279,296,-1
" ""MonsterName50047"""," ""发狂的大脚熊""",50047,63,-1,-1,193197,296,-1
" ""MonsterName50048"""," ""被吸引的僵尸""",50048,64,-1,-1,83856,305,-1
" ""MonsterName50049"""," ""被吸引的妖道""",50049,64,-1,-1,83856,305,-1
" ""MonsterName50050"""," ""迷惘的鬼火""",50050,65,-1,-1,45381,314,-1
" ""MonsterName50051"""," ""云崖""",50051,66,-1,-1,98006,323,-1
" ""MonsterName50052"""," ""发狂的僵尸""",50052,67,-1,-1,52799,332,-1
" ""MonsterName50053"""," ""发狂的妖道""",50053,67,-1,-1,52799,332,-1
" ""MonsterName50054"""," ""发狂的鬼女""",50054,67,-1,-1,52799,332,-1
" ""MonsterName50055"""," ""突然出现的妖道""",50055,68,-1,-1,56774,341,-1
" ""MonsterName50056"""," ""围攻的妖道""",50056,68,-1,-1,56774,341,-1
" ""MonsterName50057"""," ""月夜猫""",50057,69,-1,-1,567743,427,-1
" ""MonsterName50058"""," ""绿苍蝇""",50058,12,-1,-1,1665,41,-1
" ""MonsterName50059"""," ""罗达蛙""",50059,33,-1,-1,5222,56,-1
" ""MonsterName50060"""," ""玛勒盗虫""",50060,19,-1,-1,700,55,-1
" ""MonsterName50061"""," ""鲁斯曼""",50061,70,-1,-1,485157,643,-1
" ""MonsterName50062"""," ""疯狂的链锤哥布灵""",50062,70,-1,-1,161719,643,-1
" ""MonsterName50063"""," ""疯狂的刺刀哥布灵""",50063,70,-1,-1,161719,643,-1
" ""MonsterName50064"""," ""疯狂的直升机哥布灵""",50064,70,-1,-1,485157,643,-1
" ""NpcName63001"""," ""塞尼亚""",50065,1,-1,-1,5000,5,-1
" ""MonsterName50066"""," ""愤怒的哥布灵""",50066,71,-1,-1,171107,443,-1
" ""MonsterName50067"""," ""哥布灵小小""",50067,71,-1,-1,342214,277,-1
" ""MonsterName50068"""," ""哥布灵首领""",50068,72,-1,-1,443233,702,-1
" ""MonsterName50069"""," ""兽人喽啰""",50069,73,-1,-1,342214,277,-1
" ""MonsterName50070"""," ""追击的萨满弟子""",50070,73,-1,-1,342214,277,-1
" ""MonsterName50071"""," ""兽人女战士精英""",50071,73,-1,-1,342214,277,-1
" ""MonsterName50072"""," ""兽人战士精英""",50072,73,-1,-1,342214,277,-1
" ""MonsterName50073"""," ""兽人战士长精英""",50073,73,-1,-1,361690,285,-1
" ""MonsterName50074"""," ""兽人反对者""",50074,74,-1,-1,342214,277,-1
" ""MonsterName50075"""," ""游荡的兽人腐尸""",50075,74,-1,-1,342214,277,-1
" ""MonsterName50076"""," ""兽人守卫""",50076,74,-1,-1,361690,285,-1
" ""MonsterName50077"""," ""戈尔鲁什""",50077,75,-1,-1,443233,702,-1
" ""MonsterName50078"""," ""刺锤犬妖侍卫""",50078,75,-1,-1,495508,748,-1
